,age,ast_pct,blk_pct,bpm,bpm-dum,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,g,href,mp,obpm,orb_pct,ows,per,player,player_id,pos,season,stl_pct,team_id,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws-dum,ws_per_48,birthplace,Region,City
13030,23,7.2,,,,,,0.1,,0.169,32,/players/o/ogdenra01.html,162.0,,,-0.8,2.5,Ralph Ogden,ogdenra01,F,1971.0,,SFW,,8.7,0.275,,,-0.7,,-0.208,,,
13039,22,3.2,,,,,,0.0,,1.0,7,/players/r/rileybo01.html,39.0,,,0.0,10.9,Bob Riley,rileybo01,F,1971.0,,ATL,,13.9,0.502,,,0.0,,0.056,,,
13061,23,21.8,,,,,,0.0,,0.5,2,/players/s/stewade01.html,6.0,,,0.0,24.4,Dennis Stewart,stewade01,F,1971.0,,BAL,,22.0,0.41,,,0.0,,0.015,,,
13062,23,0.0,,,,,,0.0,,0.0,1,/players/s/stricbi01.html,2.0,,,0.0,45.1,Bill Stricker,stricbi01,F,1971.0,,POR,,0.0,0.667,,,0.0,,0.77,,,
13063,26,2.0,,,,,,0.1,,0.167,30,/players/s/suitega01.html,140.0,,,-0.3,6.0,Gary Suiter,suitega01,C-F,1971.0,,CLE,,14.1,0.362,,,-0.3,,-0.099,,,
13074,22,14.7,,,,,,0.1,,0.289,51,/players/v/vallejo01.html,430.0,,,-0.6,9.1,John Vallely,vallejo01,SG,1971.0,,ATL,,3.6,0.415,,,-0.4,,-0.046,,,
13083,23,33.5,,,,,,0.3,,0.452,47,/players/w/washibo01.html,823.0,,,0.4,15.2,Bobby Washington,washibo01,PG,1971.0,,CLE,,6.2,0.471,,,0.7,,0.041,,,
13085,22,6.9,,,,,,0.2,,0.192,29,/players/w/webbje01.html,300.0,,,-0.4,3.9,Jeff Webb,webbje01,SG,1971.0,,MIL,,3.8,0.384,,,-0.1,,-0.024,,,
13090,22,18.5,,,,,,0.1,,0.464,38,/players/w/whitehe01.html,315.0,,,-0.1,8.4,Herb White,whitehe01,PG,1971.0,,ATL,,6.9,0.445,,,0.1,,0.013,,,
13097,24,8.7,,,,,,0.1,,0.119,25,/players/w/williwi01.html,105.0,,,-0.5,2.2,Willie Williams,williwi01,F,1971.0,,TOT,,9.7,0.26,,,-0.4,,-0.17,,,
13100,22,18.1,,,,,,0.0,,0.2,3,/players/w/winklma01.html,14.0,,,-0.1,11.4,Marv Winkler,winklma01,G,1971.0,,MIL,,13.5,0.368,,,0.0,,-0.121,,,
13101,23,4.0,,,,,,0.2,,0.243,50,/players/z/zellega01.html,226.0,,,-1.0,1.7,Gary Zeller,zellega01,SG,1971.0,,BAL,,5.3,0.326,,,-0.8,,-0.164,,,
13102,22,20.8,,,,,,0.4,,0.267,53,/players/z/zopfbi01.html,398.0,,,-0.5,9.6,Bill Zopf,zopfbi01,PG,1971.0,,MIL,,5.5,0.391,,,-0.1,,-0.011,,,
13108,22,7.7,,,,,,0.3,,0.782,36,/players/a/allisod01.html,166.0,,,-0.9,4.7,Odis Allison,allisod01,SF,1972.0,,GSW,,12.1,0.32,,,-0.6,,-0.181,,,
13113,23,2.3,,,,,,0.3,,0.085,38,/players/b/bartovi01.html,165.0,,,-0.7,4.4,Vic Bartolome,bartovi01,C,1972.0,,GSW,,16.2,0.278,,,-0.4,,-0.114,,,
13146,22,11.2,,,,,,0.2,,0.488,18,/players/d/dinkija01.html,89.0,,,0.0,13.7,Jackie Dinkins,dinkija01,SF,1972.0,,CHI,,10.7,0.452,,,0.1,,0.073,,,
13184,24,13.6,,,,,,0.3,,0.153,61,/players/h/hiltofr01.html,1349.0,,,-2.4,11.4,Fred Hilton,hiltofr01,SG,1972.0,,BUF,,5.6,0.417,,,-2.1,,-0.075,,,
13194,22,8.1,,,,,,0.1,,0.431,17,/players/j/jonesja01.html,202.0,,,-0.1,8.6,Jake Jones,jonesja01,SG,1972.0,,TOT,,6.3,0.444,,,0.0,,-0.009,,,
13212,22,12.5,,,,,,0.2,,0.474,20,/players/l/lowerch01.html,134.0,,,0.1,10.5,Charlie Lowery,lowerch01,PG,1972.0,,MIL,,6.8,0.49,,,0.2,,0.083,,,
13217,25,10.4,,,,,,0.1,,0.504,39,/players/m/marshji01.html,375.0,,,-0.4,8.6,Jim Marsh,marshji01,SF,1972.0,,POR,,10.5,0.416,,,-0.3,,-0.036,,,
13223,22,4.5,,,,,,0.2,,0.308,42,/players/m/mcgregi01.html,532.0,,,-0.6,6.8,Gil McGregor,mcgregi01,PF,1972.0,,CIN,,13.8,0.414,,,-0.4,,-0.038,,,
13240,22,8.4,,,,,,0.1,,0.278,28,/players/n/nelsoba01.html,102.0,,,-0.1,7.6,Barry Nelson,nelsoba01,C,1972.0,,MIL,,9.5,0.433,,,0.1,,0.026,,,
13246,21,9.7,,,,,,0.2,,0.447,29,/players/p/payneto01.html,227.0,,,0.1,15.0,Tom Payne,payneto01,C,1972.0,,ATL,,14.8,0.483,,,0.3,,0.06,California,,California
13277,22,5.9,,,,,,0.1,,0.37,22,/players/s/smithwi01.html,448.0,,,-0.2,10.8,William Smith,smithwi01,C,1972.0,,POR,,14.2,0.452,,,0.0,,-0.003,,,
13316,26,7.1,,,,,,0.1,,0.133,24,/players/y/yatesba01.html,144.0,,,-0.4,10.7,Barry Yates,yatesba01,PF,1972.0,,PHI,,12.6,0.393,,,-0.2,,-0.075,,,
13357,22,6.4,,,,,,0.0,,0.214,9,/players/d/davisbo01.html,41.0,,,-0.3,-1.0,Bob Davis,davisbo01,SF,1973.0,,POR,,5.9,0.261,,,-0.3,,-0.396,,,
13375,23,15.8,,,,,,0.0,,0.25,10,/players/f/foxha01.html,84.0,,,0.0,10.0,Harold Fox,foxha01,PG,1973.0,,BUF,,4.5,0.436,,,0.0,,-0.014,,,
13446,22,10.9,,,,,,0.0,,1.0,4,/players/m/minorma01.html,20.0,,,0.0,6.8,Mark Minor,minorma01,SF,1973.0,,BOS,,9.0,0.434,,,0.0,,0.081,,,
13458,24,4.7,,,,,,0.1,,0.327,23,/players/p/patteto01.html,92.0,,,0.1,15.5,Tom Patterson,patteto01,PF,1973.0,,BAL,,11.2,0.491,,,0.2,,0.116,,,
13481,23,17.4,,,,,,0.2,,0.234,23,/players/r/russefr01.html,131.0,,,-0.1,14.5,Frank Russell,russefr01,SG,1973.0,,CHI,,6.5,0.436,,,0.1,,0.03,,,
13486,23,0.0,,,,,,0.0,,0.385,5,/players/s/sibersa01.html,26.0,,,-0.1,6.4,Sam Sibert,sibersa01,PF,1973.0,,KCO,,8.0,0.395,,,-0.1,,-0.105,,,
13499,24,7.8,,,,,,0.1,,0.5,25,/players/s/stovapa01.html,211.0,,,-0.3,9.4,Paul Stovall,stovapa01,SF,1973.0,,PHO,,14.0,0.41,,,-0.1,,-0.024,,,
13501,25,11.6,,,,,,0.1,,0.0,18,/players/t/thigpju01.html,99.0,,,-0.2,7.8,Justus Thigpen,thigpju01,SG,1973.0,,DET,,4.4,0.404,,,-0.1,,-0.061,,,
13533,22,5.3,,,,,,0.3,,0.32,77,/players/w/wrighjo01.html,931.0,,,0.3,9.2,Joby Wright,wrighjo01,PF,1973.0,,SEA,,11.1,0.478,,,0.6,,0.033,,,
13566,24,13.5,1.7,-1.4,,0.4,12.8,0.3,,0.431,28,/players/c/chambbi01.html,367.0,-1.8,9.2,0.2,14.2,Bill Chamberlain,chambbi01,SF,1974.0,2.4,PHO,,11.0,0.495,,0.1,0.5,,0.063,,,
13568,22,9.6,0.7,-2.5,,0.0,5.6,0.3,,0.427,59,/players/c/charlke01.html,693.0,-2.5,3.7,0.3,10.2,Ken Charles,charlke01,SG,1974.0,1.9,BUF,,4.7,0.521,,-0.1,0.6,,0.045,Trinidad and Tobago,,Trinidad and Tobago
13600,23,7.6,0.2,-4.2,,-0.5,12.1,0.2,,0.398,35,/players/f/freemro01.html,265.0,-3.7,7.6,-0.2,10.9,Rod Freeman,freemro01,SF,1974.0,2.0,PHI,,9.8,0.438,,-0.2,0.0,,0.0,,,
13604,23,0.0,0.0,-5.0,,-0.3,35.2,0.0,,0.0,6,/players/g/garviji01.html,11.0,-4.7,9.3,0.0,3.9,Jim Garvin,garviji01,PF,1974.0,0.0,BUF,,22.6,0.25,,0.0,0.0,,-0.134,,,
13634,24,8.0,0.2,-4.9,,0.0,5.5,0.3,,0.229,46,/players/k/kelsobe01.html,298.0,-4.9,5.2,-0.3,6.8,Ben Kelso,kelsobe01,SG,1974.0,1.8,DET,,5.3,0.402,,-0.2,0.0,,0.0,,,
13651,22,3.5,0.4,-5.5,,-0.3,13.0,0.1,,0.386,30,/players/m/macalmi01.html,112.0,-5.2,9.1,-0.1,10.2,Mike Macaluso,macalmi01,SF,1974.0,2.7,BUF,,11.1,0.466,,-0.1,0.0,,-0.001,,,
13652,22,5.8,0.0,-4.1,,-0.2,7.0,0.0,,0.4,5,/players/m/manakte01.html,45.0,-3.9,0.0,0.0,7.2,Ted Manakas,manakte01,SG,1974.0,1.0,KCO,,3.5,0.51,,0.0,0.0,,0.014,,,
13655,25,2.7,0.9,-4.7,,-0.5,13.5,0.1,,0.241,13,/players/m/marshve01.html,174.0,-4.1,7.5,-0.2,3.4,Vester Marshall,marshve01,SF,1974.0,1.0,SEA,,10.3,0.265,,-0.2,-0.1,,-0.034,,,
13694,23,3.5,2.7,-4.3,,-0.3,15.8,0.0,,1.0,7,/players/r/reavejo01.html,38.0,-4.0,5.4,0.0,10.8,Joe Reaves,reavejo01,SF,1974.0,0.0,PHO,,10.7,0.505,,0.0,0.0,,-0.013,,,
13709,23,14.0,0.4,-5.7,,-1.2,13.4,0.0,,0.125,28,/players/s/siblema01.html,124.0,-4.5,7.3,-0.2,9.3,Mark Sibley,siblema01,SG,1974.0,1.4,POR,,10.3,0.389,,-0.2,-0.2,,-0.065,,,
13761,24,23.7,0.1,-2.3,,-0.7,4.6,0.2,,0.286,43,/players/a/anderda02.html,453.0,-1.6,1.9,0.2,11.2,Dan Anderson,anderda02,SG,1975.0,1.6,POR,,3.4,0.508,,0.0,0.5,,0.05,,,
14720,24,11.0,0.0,-3.9,,-0.6,8.5,0.0,,0.286,8,/players/o/owensed01.html,63.0,-3.2,8.6,0.0,8.8,Eddie Owens,owensed01,SF,1978.0,0.7,BUF,11.3,8.5,0.444,16.9,0.0,0.0,,0.027,,,
